MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
sklearn_hgb,5.8607891211350066e-06,-2.3404570369008164e-06,0.5,7549,1.3484919324271871,0.00017863186281986848
