MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
xgboost,8.769810392550426e-06,-6.1667105910601094e-06,0.5,7347,2.3032549931587414,0.00031349598382451904
