MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
lightgbm,1.7897916675196983e-05,-1.3482848224471666e-05,0.5,7347,2.279777112660061,0.0003103004100530912
