MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
lightgbm,2.4666597395668175e-05,-1.9363523494317533e-05,0.5,7446,2.386471839852316,0.0003205038732006871
