MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
lightgbm,3.142632476004753e-05,-3.332146233824977e-05,0.5,6810,2.918991257604655,0.00042863307747498594
