MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
catboost,4.211211556894466e-05,-5.135096154022833e-05,0.5,6810,2.215572462774215,0.0003253410371180933
