MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
xgboost,2.6572026399662718e-05,-2.094180672429502e-05,0.5,7447,2.9331801382578124,0.00039387406180445983
