MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
xgboost,1.765466822689632e-05,-2.1439241209009197e-05,0.5,6810,4.086727826942984,0.0006001068762030813
