MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
sklearn_hgb,3.075245398507239e-05,-1.316558733550296e-05,0.5,7034,1.6097630142928692,0.0002288545655804477
