MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
ensemble_regression,1.086870166194226e-05,-7.255651148523578e-06,0.5,7347,2.6183237592559716,0.0003563799862877326
