MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
ensemble_regression,2.2831299980269038e-05,-2.914637618928244e-05,0.5,6810,3.237414533117291,0.00047539126771179016
