MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
ensemble_regression,2.4487316496553976e-05,-2.021877433802479e-05,0.5,7447,2.689882463139282,0.0003612034998172797
