MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
lightgbm,2.0725512535089642e-05,-2.847459188200843e-05,0.5,6613,3.3175961952759203,0.0005016779366816755
