MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
catboost,8.342659723256716e-06,-5.486888226706601e-06,0.5,7347,1.547944552316591,0.00021069069719839266
