MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
ensemble_regression,2.9367689751978053e-05,-4.173764717287009e-05,0.5,6613,3.9755673858276657,0.0006011745631071625
