MODEL_NAME,BUY_THRESHOLD,SELL_THRESHOLD,SOURCE_QUANTILE,TRAIN_TRADE_COUNT,TRAIN_RETURN_PROXY,TRAIN_EXPECTANCY
xgboost,4.768839971802663e-05,-6.235418914002366e-05,0.5,6613,4.335689995974212,0.0006556313316156377
